president_year,sentence,label
Duterte-2017,"mo davao ngayon, lgus before.",
Duterte-2017,"city hitting nine growth percent eh nandoon mindanao, binobomba davao.",
Duterte-2017,davao nine growth.,
Duterte-2017,"tapos ninyo ngayon, inine mo ̳yung — mo itong nine hit six so, nila.",
Duterte-2017,"̳pag hayaan mo lang ako, magabot , highest world.",
Duterte-2017,kayo lang tagapigil eh.,
Duterte-2017,time us fulfill mandate protect tapos ̳yan.,
Duterte-2017,kindly long act decisively contentious issue.,
Duterte-2017,capital punishment deterrence.,
Duterte-2017,also retribution.,
Duterte-2017,make mistake that.,
Duterte-2017,kasi eh.,
Duterte-2017,let us understand including international community.,
Duterte-2017,— criminal system uses revised penal code.,
Duterte-2017,"law given us spaniards, original revised penal code.",
Duterte-2017,"though translated english two books, three books, definition crimes penalties everything.",
Duterte-2017,"thrust revised penal code, ladies gentlemen, essence retribution.",
Duterte-2017,penalties.,
Duterte-2017,"also word ―positivist theoryǁ nurture criminal goodness provided goes prison two years, three years, hes released, hes sex offender.",
Duterte-2017,"goes out, rapes again, kidnaps another girl makes hostage many years.",
Duterte-2017,ganun kayo eh.,
Duterte-2017,"admit it, ganun kayo.",
Duterte-2017,"lenient son b, human virulent brain enemy society.",
Duterte-2017,"many times, sex offenders america released rape kidnap kill months release.",
Duterte-2017,"philippines, really eye eye, tooth tooth.",
Duterte-2017,took life must pay life.,
Duterte-2017,way even.,
Duterte-2017,cannot place premium human mind go straight.,
Duterte-2017,nobody can.,
Duterte-2017,even best scientist.,
Duterte-2017,one ever fathomed person would react especially committing crimes.,
Duterte-2017,"thats way instill fear, it, die.",
Duterte-2017,thats advantage criminals rebels terrorists think afraid die.,
Duterte-2017,"thats went marawi, asked media, ―why hereǁ ―i soldiers came die also.ǁ battle, fierce encounter, equal equanimity.",
Duterte-2017,"siyang mamatay, eh ̳di ring mamatay.",
Duterte-2017,"say use name god, christians say, ―we thing.ǁ read ecclesiastes .",
Duterte-2017,"say even elections, time great time defeat.",
Duterte-2017,"time skies, emblazoned time somebody.",
Duterte-2017,"time money, time hard up.",
Duterte-2017,time walk many kilometers school time graduation lawyer.,
Duterte-2017,time be dont know now.,
Duterte-2017,̳s always time.,
Duterte-2017,ganun ̳yan eh.,
Duterte-2017,ill match you.,
Duterte-2017,"̳pag sinabi mong, ―gusto mamatay.ǁ anak ng tayo.",
Duterte-2017,"bully, know dinner bayan.",
Duterte-2017,itong ndf used friends really ndf.,
Duterte-2017,crossing ideological borders before.,
Duterte-2017,̳yung nakakapasok teritoryo friends really.,
Duterte-2017,times changed god placed take care republic.,
Duterte-2017,―bullyǁ daw ako.,
Duterte-2017,"pala kayo, talagang bully ako.",
Duterte-2017,"p i. talagang bully especially enemies state, talagang bully ako.",
Duterte-2017,"pa, sundalo, ̳yung human rights ano, flying everywhere, anywhere ̳yung utak ninyo.",
Duterte-2017,"said, ―take prisoners.ǁ — ―kill themǁ.",
Duterte-2017,correct dont listen speech.,
Duterte-2017,"media — lalo itong abs — kunin lang ̳yang, ―kill them.ǁ ̳yan problema ninyo minura kayo.",
Duterte-2017,presidente pi kayo behaving.,
Duterte-2017,"youre asking talks publish newspaper quote us media, itong reporters would quote ―kill them.ǁ said, ―kill fight.",
Duterte-2017,"shoot them, shoot heart head.ǁ ko.",
Duterte-2017,"detained marawi, wala tayong presuhan.",
Duterte-2017,"ngayon, courts always insist — thats law — tried detained place committed crime.",
Duterte-2017,"kayong mag — patayin talaga ninyo, kasi natin ̳yan diyan barracks natin diyan, mechanized division.",
Duterte-2017,"pageskapo niyan, dalhin ̳yung kanyon natin, ipaputok atin.",
Duterte-2017,marami.,
Duterte-2017,"many jail — — jailbreaks mindanao, cotabato alone six.",
Duterte-2017,"cotabato city, four.",
Duterte-2017,"jail doon, nireraid tapos pinapalabas.",
Duterte-2017,alam ba ninyo ̳yan publish.,
Duterte-2017,"itong tagamaynila kayo, bright kayo, bilib ako.",
Duterte-2017,gg.,
Duterte-2017,―why youǁ happened last april davao bombed.,
Duterte-2017,many killed twentyseven.,
Duterte-2017,"years ago, church bombed twice.",
Duterte-2017,many died fiftynine.,
Duterte-2017,airport people coming departure — ah arrival — bombed.,
Duterte-2017,many died thirtytwo.,
Duterte-2017,"war, three nuns lining there.",
Duterte-2017,scoop brain nun put face shattered.,
Duterte-2017,zamboanga.,
Duterte-2017,say violation marawi torpe.,
Duterte-2017,talaga kayong magusap ngayon.,
Duterte-2017,dalhin kayo biyuda.,
Duterte-2017,kailan lang ̳yun niyong ―its marawi.ǁ rebellion going mindanao.,
Duterte-2017,sinasanto doon.,
Duterte-2017,lang ninyo binabasa nang husto.,
Duterte-2017,whats the its porous.,
Duterte-2017,"separate islands ̳yan, maybe.",
Duterte-2017,"separate ̳yan — porous, go mindanao – — to moro nothing it, tayo.",
Duterte-2017,"tayong maranao, shut up.",
Duterte-2017,kayong ma totoo.,
Duterte-2017,maraming muslim mindanao.,
Duterte-2017,"lahat eh abra, meron eh.",
Duterte-2017,"fight well, think moro would side patayan na.",
Duterte-2017,"side government ngayon, nakatira ako, umalis — dinala nanay labas.",
Duterte-2017,"ill resident marawi, think sentiment sulu.",
Duterte-2017,"davao, puro muslim enclaves ̳yan, enclaves, parang baryobaryo.",
Duterte-2017,"sentimiyento putukan, magputok ̳yan sabaysabay.",
Duterte-2017,"another thing, ill talk conference.",
Duterte-2017,sumobra itong left eh.,
Duterte-2017,maggawa bahay — nakawin.,
Duterte-2017,"sundalo, ―do force issue.",
Duterte-2017,build yours.,
Duterte-2017,"ibigay mo lang.ǁ project ngayon, naman kuhanin.",
Duterte-2017,commit mistake.,
Duterte-2017,"now, tell you, including congress republic philippines anarchy, order soldiers police shoot.",
Duterte-2017,even bury thousand filipinos.,
Duterte-2017,ninyo akong ganunin.,
Duterte-2017,"either youre either let us understand beginning today, either laws country not.",
Duterte-2017,"enforce laws miners rich, also enforce laws anarchy, disturbance, create trouble.",
Duterte-2017,"kayo rin, natatakot eh.",
Duterte-2017,takutin ninyo occupy streets anak jueteng.,
Duterte-2017,"stay there, ask two days, give six months.",
Duterte-2017,kayong umalis diyan.,
Duterte-2017,kainin ninyo pati ̳yung dumi ninyo diyan.,
Duterte-2017,takuttakutin mo gobyerno.,
Duterte-2017,"im sorry ive exceeded time, but eh eh.",
Duterte-2017,maintindihan nila.,
Duterte-2017,tutal nandito lang rin media.,
Duterte-2017,nakikinig pati lahat.,
Duterte-2017,"kayong left, talk you.",
Duterte-2017,"mo akong pilitin magpatayo kayo propoor, shut up.",
Duterte-2017,"wait two years, have know, proposal.",
Duterte-2017,"totally wrong accept it, mine.",
Duterte-2017,"on, save money armed forces philippines.",
Duterte-2017,lost much soldiers.,
Duterte-2017,thousands already incapacitated fight.,
Duterte-2017,"pati ̳yung police ko, arawaraw ninyong inaambush.",
Duterte-2017,"pati convoy ko, kasi magsakay, inaambush nila.",
Duterte-2017,"pati akong — g. pi, pati ako, patayin nila.",
Duterte-2017,"sabagay, malayo doon.",
Duterte-2017,convoy kasi ̳yun eh.,
Duterte-2017,waiting lang ano alam mo ginamitan niyo machine gun.,
Duterte-2017,lang armorized.,
Duterte-2017,"kayong congressman, senador ayaw ninyong — baka kalaban kayo.",
Duterte-2017,asawa ba ninyo ̳yung katira ninyo inagaw ninyo paarmorize ninyo.,
Duterte-2017,totoo.,
Duterte-2017,"proven, .",
Duterte-2017,"si si senator drilon, , sir.",
Duterte-2017,talaga ̳to maalis.,
Duterte-2017,kasi binara nila.,
Duterte-2017,nasira lang ̳yung — ̳di talaga nila.,
Duterte-2017,"soldiers inside time, mina machine gun na, tatalab.",
Duterte-2017,"g, pati ̳yung convoy ko, ambushin.",
Duterte-2017,alam nakasibat ako.,
Duterte-2017,"niyo magusap tayo, no, sumobra kayo.",
Duterte-2017,"ikaw, sison, tang  maginom tang ̳yung orange.",
Duterte-2017,matanda na.,
Duterte-2017,"kayong pilipinas, makinig, buong pilipinas.",
Duterte-2017,"kayong bata, kayong lumad natives, itong matatanda ito, sison sick.",
Duterte-2017,colon cancer.,
Duterte-2017,"gastos norway, sumurender siya.",
Duterte-2017,kasi isyu pulitika eh.,
Duterte-2017,government sponsored — provided good offices.,
Duterte-2017,matatalo eleksyon issue diyan.,
Duterte-2017,"kasi pabalikbalik b, kala mo turista.",
Duterte-2017,wala namang pinaguusapan.,
Duterte-2017,"pagdating dito, ganito, ganyan, ah l mo.",
Duterte-2017,mong ̳yung meaning bisita.,
Duterte-2017,napura ba.,
Duterte-2017,"talagang ako, sir.",
Duterte-2017,"masyadong demanding, naman kayo nanalo elections minsan.",
Duterte-2017,cannot even hang barangay.,
Duterte-2017,"keep killing people, lang ̳yung pulis, pati ̳yung civilians ayaw magsali kanila.",
Duterte-2017,"— talaga, ―buang ka.ǁ sinabi talaga.",
Duterte-2017,pardon si.,
Duterte-2017,pi talaga day davao.,
Duterte-2017,sinong tinatakot ninyo katandatanda ninyo eh.,
Duterte-2017,mamatay.,
Duterte-2017,"kayong naiwan diyan kalsada, mabuti umuwi kayo.",
Duterte-2017,wala kayong makuha diyan komunista.,
Duterte-2017,"think isis prevails country place society must awfully stupid, stupid.",
Duterte-2017,wala kayong makuha.,
Duterte-2017,damay.,
Duterte-2017,thank allowing exhaust dito.,
Duterte-2017,"sustained effort achieve lasting peace class, courteous.",
Duterte-2017,make noise.,
Duterte-2017,visitors listening.,
Duterte-2017,"lasting peace nation, pursuing inclusive peace process, promoting participation stakeholders, including conflictaffected areas.",
Duterte-2017,took steps promote inclusiveness bangsamoro transition commission btc expanding membership executive order number signed november last year.,
Duterte-2017,"giving representation indigenous peoples, women, children, sultanates, key stakeholders drafting bangsa basic law, ensure bangsamoro government truly reflects aspirations muslim brothers sisters well indigenous brethren.",
Duterte-2017,embarked various initiatives advance national interest global community.,
Duterte-2017,"pursue good relations nations anchored independent — independent foreign policy — basic tenets sovereign equality, mutual respect noninterference.",
Duterte-2017,"independent nation, uphold promote national interests international community.",
Duterte-2017,strengthen seek partnership share values.,
Duterte-2017,"engage nations full respect rule law, sovereign equality, again, non interference.",
Duterte-2017,principles upholding advance year meeting chair asean.,
Duterte-2017,"cultivated warmer relations china bilateral dialogues mechanisms, leading easing tensions two countries improved negotiating environment west philippine sea.",
Duterte-2017,"point, allow take step back time, .",
Duterte-2017,", known balangiga, eastern samar.",
Duterte-2017,time philippineamerican war.,
Duterte-2017,"combined group filipino villagers guerrillas, effort defend samar island alien invaders, attacked overwhelmed u.s. — united states infantry garrison.",
Duterte-2017,forty eight american officers men slain attack.,
Duterte-2017,"filipino side, casualty count twentyeight killed twentytwo wounded.",
Duterte-2017,"retaliation, u.s. gunboats patrols sent balangiga, samar order ―make desert balangigaǁ reduce samar island island ―howling wilderness,ǁ every male citizen age ten above, capable bearing arms, would put death.",
Duterte-2017,church bells balangiga seized americans spoils war.,
Duterte-2017,bells reminders gallantry heroism forebears resisted american colonizers sacrificed lives process.,
Duterte-2017,krag bolo — krag standard rifle issued american troops.,
Duterte-2017,historians describe.,
Duterte-2017,"mahirap talag director ka, speech.",
Duterte-2017,many historians describe — philippineamerican war.,
Duterte-2017,say today give us back balangiga bells.,
Duterte-2017,ours.,
Duterte-2017,belong philippines.,
Duterte-2017,part national heritage.,
Duterte-2017,isauli naman ninyo.,
Duterte-2017,masakit ̳yun amin.,
Duterte-2017,talk overseas filipinos.,
Duterte-2017,heroes.,
Duterte-2017,families sacrificed much — country.,
Duterte-2017,know large part economic — economy comes remittances.,
Duterte-2017,"ensure rights protected, ordered increase assistance ofw million pesos billion.",
Duterte-2017,hard work securing rights welfare ofws.,
Duterte-2017,"year ago, also warned government officials employees never tolerate corruption administration, even whiff it.",
Duterte-2017,let dismissal several highranking officials — appointed — serve warning never back commitment cleanse government corporation.,
Duterte-2017,"order bring government services closer people, established hotlines government centers receive public concerns, one hotline , allowed us receive immediately respond emergencies.",
Duterte-2017,"also launched hot — launched hotline , citizens complaint hotline.",
Duterte-2017,public hotline facility receives feedbacks concerns government services.,
Duterte-2017,"since launched hotline, received numerous complaints public government — slow government processing, unclear changing procedures requirements, centralized issuances clearances permits metro manila discourteous government employees, among others.",
Duterte-2017,ganito ̳yan.,
Duterte-2017,"time again, ̳yung — ̳yung pagtransact ordinaryo — no, ordinary people contract business government.",
Duterte-2017,"last asean ministerial conference, dont know malacañang — office work — others, like itong barong.",
Duterte-2017,"its always — outfit takes care attires given ministerials, time, heads state.",
Duterte-2017,"alam mo, id like address government.",
Duterte-2017,"iyan bang bayaran, pabalikbalikin ninyo tao.",
Duterte-2017,"alam know ive mayor years, never allowed city.",
Duterte-2017,"dito, alam mo ̳yang sastre diyan parañaque cavite — ̳yung tailoring diyan — negosyo lang niyan involve boy scout, teachers uniform, girl scouts, naghahabol ̳yan kontrata.",
Duterte-2017,— stores find along way cavite.,
Duterte-2017,"group together times ganito, asean.",
Duterte-2017,look person represent them.,
Duterte-2017,"— offense intended — usually, look beautiful women, young, would talking, arrangement.",
Duterte-2017,"know, its the well, its reality life, beautiful women get attention always.",
Duterte-2017,"tapos, ̳pag nadeliver nila, nasukatan na, pabalikbalikin ninyo.",
Duterte-2017,"right malacañan, happened.",
Duterte-2017,"so, fire lady, whoever connected her, fired everybody else.",
Duterte-2017,cabinet member buying truck austria.,
Duterte-2017,contract.,
Duterte-2017,contract previous administration.,
Duterte-2017,fourteen million already delivered.,
Duterte-2017,cabinet member was informed said legal — legal office — stop it.,
Duterte-2017,"know went right ahead, traveled there, signed something — another tranche delivery.",
Duterte-2017,"right meeting — right cabinet meeting said, ―were able read opinion law — law officeǁ said, ―no.ǁ sonny dominguez already passing — ̳yung iphone.",
Duterte-2017,reading talking him.,
Duterte-2017,"ko, ―p mo, youre fired.",
Duterte-2017,"youre lying.ǁ fired him, ―go office.",
Duterte-2017,want see face again.ǁ ganon kaistrikto.,
Duterte-2017,"̳yung — cabinet members — — theyre given, noon, one year, two years — one month.",
Duterte-2017,"directors, makinig kayo gobyerno, bantay kayo.",
Duterte-2017,"directors, youre given days.",
Duterte-2017,"want directors office, eat lunch there, kayong tagagobyerno, resume work immediately.",
Duterte-2017,"now, deal public.",
Duterte-2017,.,
Duterte-2017,cannot stop corruption wrongdoings cooperate.,
Duterte-2017,text me.,
Duterte-2017,libre ̳yan — .,
Duterte-2017,"name public official, name sins bulletin, take there.",
Duterte-2017,"afraid libel, take care that.",
Duterte-2017,gawain ninyo.,
Duterte-2017,help.,
Duterte-2017,"kasi kayo magano, wala eh.",
Duterte-2017,lahat.,
Duterte-2017,"pulis, military, lahat, pati ako.",
Duterte-2017,"think — nagawa masama, ninyo.",
Duterte-2017,afraid.,
Duterte-2017,"workers government, kayo ̳yung employer namin.",
Duterte-2017,get money pocket pockets.,
Duterte-2017,"— kailan pa since heard talk government officials always address everybody, ―workers government.ǁ seldom mention ―malacañan palaceǁ.",
Duterte-2017,"palace, house wood.",
Duterte-2017,"so, call palace maybe something like europeanstyle.",
Duterte-2017,call office.,
Duterte-2017,"palace, palace diyan eh.",
Duterte-2017,"besides, rats pasig there.",
Duterte-2017,its beside pasig river.,
Duterte-2017,"̳yung daga diyan saansaan, nagla landing.",
Duterte-2017,"wild field, killed presidential mouse.",
Duterte-2017,— iyan sundalo.,
Duterte-2017,"―sir, ̳di daw ipagbaril kay presidential mouse.ǁ p i, mabuti mouse kay pinapatay, ̳yung tao kinakatay ninyo.",
Duterte-2017,"peoples patience wearing thin, mine.",
Duterte-2017,reiterating directive government agencies frontline services people — womb tomb — streamline respective services make truly efficient peoplefriendly.,
Duterte-2017,want ensure people receive quality services surely deserve minus delays bureaucratic red tape.,
Duterte-2017,expect speedy reforms along line.,
Duterte-2017,well rightsize national government.,
Duterte-2017,let us trim excess fat add muscle expeditious passage ―the act rightsizing national government improve public service institute.ǁ therefore urge congress pass soonest.,
Duterte-2017,government owned controlled corporations — kayo — implementation existing salary standardization law pending review compensation position classification system.,
Duterte-2017,"excessive, extravagant, unconscionable salaries allowances, incentives, benefits bonuses across government owned controlled corporations time, crisis.",
Duterte-2017,"youll pass office inclined increase allowances, bonuses, salaries time.",
Duterte-2017,wala ̳yan.,
Duterte-2017,cannot own.,
Duterte-2017,direct executive secretary.,
Duterte-2017,"ill tell you, inclined give increases right now.",
Duterte-2017,"maybe seven years now, drilon makes presidency.",
Duterte-2017,also appeal supreme court seriously consider national interest development goals issuing tros injunctions critical government projects cases involving government assets.,
Duterte-2017,"coworker also, ladies gentlemen.",
Duterte-2017,"allowed also frank tutal wala naman akong inaano, eh.",
Duterte-2017,need offend you.,
Duterte-2017,"cite, example, supreme court tro prevents department health distributing subdermal implants, caused wastage worth taxpayers money.",
Duterte-2017,"also note since issuance two years ago, tro impaired governments ability fully implement responsible planning — family planning methods rh law.",
Duterte-2017,time put end practice parties resorting technicalities laws prevent government fulfilling mandate.,
Duterte-2017,"ganito ̳yan, maam, eh.",
Duterte-2017,"tutal, good time talk you.",
Duterte-2017,"understood — sorry say this, really, — intend it.",
Duterte-2017,"talk government sins, exception, — know — delays, naman nagkakamali.",
Duterte-2017,"ganito ̳yan, two things.",
Duterte-2017,wala talaga akong panahon.,
Duterte-2017,ill stay dont know make another sona future.,
Duterte-2017,its — its tell.,
Duterte-2017,itong tro bane projects.,
Duterte-2017,"even consunji, ̳yang ayala, nagaaway ̳yan.",
Duterte-2017,make understand lang kayo.,
Duterte-2017,"tapos, ̳yang tro ̳yan would delay projects.",
Duterte-2017,"god — im asking congress, find law bidding naman regular, korte somebody else messing up.",
Duterte-2017,"delay projects, case provinces.",
Duterte-2017,"alam mo, magfile ̳yan kaso — either really truth coa find makihati — ―i withdraw case dissolve tro course.",
Duterte-2017,give — percent.ǁ ganun ugali pilipino.,
Duterte-2017,"̳yang tro ̳yan bane efficiency, really know whether attribute anything, maam, supreme court.",
Duterte-2017,maybe fault sorry misquote complete facts.,
Duterte-2017,itong congress passed reproduction law.,
Duterte-2017,already law iimplement really going family planning.,
Duterte-2017,abortion.,
Duterte-2017,birth control.,
Duterte-2017,"certainly, giving freedom filipino family size pamilya niya.",
Duterte-2017,"many children would able support send school nangyari nitong tro , sir, maam, nagfile inyo — supreme court — tapos nagissue kayo tro two years ago.",
Duterte-2017,"meantime, ̳yung — gobyerno, nagbili medisina — subdermal pati itong pills worth .",
Duterte-2017,really reckless purchase.,
Duterte-2017,preparation implementation law.,
Duterte-2017,naman akalain magtro two years.,
Duterte-2017,medicines expire next month.,
Duterte-2017,"told ubial, health secretary, find nation — would allow donate lang rather go waste.",
Duterte-2017,iyan ho nangyari.,
Duterte-2017,blame you.,
Duterte-2017,might busy something.,
Duterte-2017,wala.,
Duterte-2017,"ako, ̳m just you, actually.",
Duterte-2017,sinasabi lang.,
Duterte-2017,"pa. lang itong speech, kwenta, makukuha diyan.",
Duterte-2017,"bane — itong — congress gobyerno, including judges justices, understand time, ̳yung lowest bid, ̳yun nagpopromote graft corruption bayan.",
Duterte-2017,"coa, here.",
Duterte-2017,malaman lang ninyo violation ako.,
Duterte-2017,"military, allow bid buy weapons everywhere, almost countries making arms.",
Duterte-2017,"tawag nila, small arms industry.",
Duterte-2017,were fighting rebellion.,
Duterte-2017,"true, need armaments.",
Duterte-2017,"diyan marawi, hit hard prepositioned inside buildings.",
Duterte-2017,"now, cannot proceed fast hostages.",
Duterte-2017,"ko, ―do assault.",
Duterte-2017,"necessary, well wait.",
Duterte-2017,wait out.ǁ give food.,
Duterte-2017,— care moro christians.,
Duterte-2017,its not luxury.,
Duterte-2017,"kasi ̳pag — distinct possibility attack, behead everybody.",
Duterte-2017,"so, find way it.",
Duterte-2017,"cannot find way said, ―wait out.ǁ nakatagal.",
Duterte-2017,baka marunong itong sundalo.,
Duterte-2017,̳yung pipigil.,
Duterte-2017,"initially, bomba.",
Duterte-2017,"―eh, sir, talaga madala, sir.ǁ every window occupied, ̳yung highrise.",
Duterte-2017,losing snipers.,
Duterte-2017,"there, hurry, said, ―slow down.ǁ — nagyayabang — camp ranao, briefing — briefed military giving instructions, heard pumutok tsaka ̳yung bala na, ―weng, weng, weng!ǁ reporter nandoon stage kasi semento ̳yun eh.",
Duterte-2017,"ano ko, ―if wait, well wait.",
Duterte-2017,"unless find solution — somebody good, even horse sense negotiate release ofǁ ayan itong isa.",
Duterte-2017,babalik ̳yung lowest bid.,
Duterte-2017,alam mo ganun ̳yan adre eh.,
Duterte-2017,"magbabagsak lowest bid, ̳yung pera.",
Duterte-2017,"magbabagsak lowest bid, sasabihin ano, ―magbibigay po inyo.ǁ sinusino ̳yang opisyal.",
Duterte-2017,"so, lowest bid papanaluhin siya.",
Duterte-2017,"so, capital, bibigay pera.",
Duterte-2017,"tapos ibigay, bigyan niya, connected — lahat.",
Duterte-2017,"niyan, project, pay many guys, naiwan — – , million lang, cost project.",
Duterte-2017,"so, campaigning presidency, philippines.",
Duterte-2017,"god, could see — appropriation, airport nila, three meters long.",
Duterte-2017,lang basketball court.,
Duterte-2017,province here.,
Duterte-2017,"kayo, you.",
Duterte-2017,look records back time puro complex roads diyan.,
Duterte-2017,"talagang daan dito, daan doon.",
Duterte-2017,"̳pag ka, daan lang.",
Duterte-2017,its one highway.,
Duterte-2017,corruption destroys nation.,
Duterte-2017,"ngayon, last.",
Duterte-2017,say this.,
Duterte-2017,"sabihin, sir, eh.",
Duterte-2017,"elected june , nag oath ako.",
Duterte-2017,"so, july nagpunta davao — afp medical center.",
Duterte-2017,"nakwento ba inyo, tapos — its quite familiar, kasi signed letter nung mayor ako.",
Duterte-2017,"ko, ―may mri ba kayoǁ nila, ―wala, sir.ǁ ko, ―may stateoftheart ba kayo x rayǁ sabi, ―wala, sir.ǁ ko, ―may hyperbaric ba kayoǁ thats chamber placed inside suffer bends, ̳yung nagdideep dive ka.",
Duterte-2017,"also highpressured arrest gangrene, especially extracted field battle two days na, gangrene sets in.",
Duterte-2017,"so, placed there.",
Duterte-2017,work miracles wounded soldier.,
Duterte-2017,"so, one upuan, one sitting, this then, saw building went inside.",
Duterte-2017,"drainage nila, bumabalik.",
Duterte-2017,"said, ―you know, really surprised.",
Duterte-2017,"youre military men, would allow kind ofǁ dirt going back to expect sailors — soldiers get well tapos, thats building.",
Duterte-2017,old — oldest.,
Duterte-2017,"said, ―okay, rehabilitate it.",
Duterte-2017,"ill give new one meantime.ǁ last month went back office, barracks presidential guards.",
Duterte-2017,"so, groundbreaking hospitals soldiers.",
Duterte-2017,"asked soldiers also v. luna, ―are using equipmentǁ alam mo sinagot akin, ―sir, tayotayo lang magusap ̳yan sila.",
Duterte-2017,"i, wala pa. nadeliver.ǁ sus.",
Duterte-2017,"sinabi ko, ―if way treat soldiers dying machine ordered year ago, coup détat, mutiny surprise me.ǁ kay ubial, kasalanan its procurement.",
Duterte-2017,ganun secretary ubial secretary change procedure change you.,
Duterte-2017,talagang magcoup détat ̳yan.,
Duterte-2017,"ng losing about time meron, every – — everyday lose everyday.",
Duterte-2017,sometimes say its useless war.,
Duterte-2017,rebellion.,
Duterte-2017,"maski sundalo niyo machine already ordered could save leg, tapos wala maam, p i, magcoup détat ako.",
Duterte-2017,let us get machine ourselves.,
Duterte-2017,surprised its already minds.,
Duterte-2017,"ako, willing step down.",
Duterte-2017,"longterm solution, urge congress thoroughly review existing procurement laws come legislation ensure prompt delivery quality goods services people, especially medicines hospital equipment.",
Duterte-2017,kasi itong military mind coa answer that.,
Duterte-2017,since coa limit three places military buy equipment.,
Duterte-2017,im sure work kill enemies make even forces stronger parity side.,
Duterte-2017,itong armas mong sundin ̳yan.,
Duterte-2017,explain coa why.,
Duterte-2017,"mo akong pabibilhin diyan lugar south america diyan mideuropean —–eastern european countries also good ones limited — especially equipment listening kasi magbili iba, nakikinig rin sila, sabay kayo.",
Duterte-2017,kayong nagkocommunicate.,
Duterte-2017,"tawag bisaya, ―brin.ǁ laws support, impede, national development speedy sustainable manner.",
Duterte-2017,"bid accelerate human capital development, seek ensure lifelong opportunities enhancing quality access education training programs.",
Duterte-2017,sustained investments higher education committed full implementation k basic education program.,
Duterte-2017,widened reach skills training increased number outofschool children youth availed alternative learning system.,
Duterte-2017,"ensure filipinos given equitable access quality affordable health services, expanded health insurance coverage benefits.",
Duterte-2017,"destitute indigents, could afford hospitalization, provided free services government operated, public hospitals strengthened implementation balance billing policy.",
Duterte-2017,kayong pilipino nakikinig magpa hospital kayo magbayad tutal naman mademanda.,
Duterte-2017,pasok lang kayo occupy hospital mo lang — totoo ———————— pasok kayo hospital ninyo mayor duterte pagamot daw daw bahala magbayad.,
Duterte-2017,tayong tresurero dito.,
Duterte-2017,signed executive order no.,
Duterte-2017,imposing ban smoking public places mitigate consequences.,
Duterte-2017,"want minimize access tobacco products, provide supportive environment attempting quit tobacco use.",
Duterte-2017,"alam mo tinamaan  ̳di ba ito, frank you.",
Duterte-2017,"barrett buergers disease, caused smoking.",
Duterte-2017,"problema niyan — survey philippines world, women force — workforce office men acquired equal, almost parity numbers sick cancer.",
Duterte-2017,found poor girl also — inhale smoke.,
Duterte-2017,davao davao cannot see person walking cigarette.,
Duterte-2017,"foreigners, – — argue you, say that, ―this money money.ǁ ko, ―then, okay.",
Duterte-2017,eat money shoot b.ǁ investing health sector never cost endured opportunity explored.,
Duterte-2017,"embrace vision prosperous philippines, start putting value peoples wellbeing – success every filipinos pursuit life, liberty happiness directly mirrors fulfilment aspirations filipino.",
Duterte-2017,would like reiterate personal administrations commitment fully implement magna carta women barangay level tapos ito.,
Duterte-2017,"effect, executive order issued local government units institutionalizing gender development programs services.",
Duterte-2017,"targeting increase government spending infrastructure percent gdp percent gdp , amounting total trillion pesos billion dollars infrastructure projects.",
Duterte-2017,"make next years ―golden age infrastructureǁ philippines enhance mobility connectivity, thereby spur equitable growth development country.",
Duterte-2017,"words, going build, build build.",
Duterte-2017,"improve sea connectivity, launched brand new roro vessels ply major nautical routes country.",
Duterte-2017,"also opened asean roro shipping route connecting ports davao general santos, philippines bitung, indonesia.",
Duterte-2017,"address congestion sea ports, modernized ports iloilo, general santos cagayan de oro zamboanga.",
Duterte-2017,shall complete strategic road bridge projects road sections shall widened improved address worsening traffic.,
Duterte-2017,"alam mo si maam grace, pushing for know, became president, edsa already horrendous horror administrations.",
Duterte-2017,"now, brought tugade tugade bright boy.",
Duterte-2017,hes billionaire.,
Duterte-2017,classmate.,
Duterte-2017,ewan nandito siya.,
Duterte-2017,valedictorian law class.,
Duterte-2017,talagang mahusay.,
Duterte-2017,needed money tried get help raise money.,
Duterte-2017,ayaw naman ibigay.,
Duterte-2017,eh ̳di nandiyan ̳yung edsa.,
Duterte-2017,"okay lang, least gumanda magiwan naman pangit.",
Duterte-2017,make smooth philippines.,
Duterte-2017,leave little alley known edsa road perdition.,
Duterte-2017,anyway since could get funding.,
Duterte-2017,"traveled china make friends them, ambassador here, ambassador zhao, thank help.",
Duterte-2017,"matter fact willing said, ―if congress money, give money.ǁ china committed build two bridges span pasig river, free charge.",
Duterte-2017,comfortable crossing pasig.,
Duterte-2017,"anyway, strategic road transport projects shall go naught cannot free streets, continue obstructed illegally parked vehicles, ̳yang edsa ̳yan traffic obstructionists undisciplined drivers stop middle road, unsanctioned barriers areas.",
Duterte-2017,"directing mmda lgus metro manila, well lgus metro cebu regional centers, ensure free flow traffic, immediately clear roads thoroughfares unnecessary obstruction, including vehicles parked streets barriers — sanctioned government, penalize traffic obstructionists regardless stature sometimes mo maano diyan police, its cabinet member.",
Duterte-2017,– — authorized cabinet member utilize low plate.,
Duterte-2017,"us to, use ordinary plate, masabi ̳yung tao.",
Duterte-2017,want parking theres parking.,
Duterte-2017,"please remove airports, building new airports.",
Duterte-2017,might get money also china new airports coming days.,
